"","strand.first","stop_pos","n","mean_qwidth","min_mapq","mean_mapq","file_name"
"155","+",3913660,43354,24.6548184711907,0,26.0154311020898,"LB-1_stop.bam"
"156","+",4012085,3,147,24,30,"LB-1_stop.bam"
"157","+",4632250,1,147,24,24,"LB-1_stop.bam"
"158","+",5599359,73230,24.6491328690427,0,26.2936774545951,"LB-1_stop.bam"
"159","+",5813466,318191,24.6733879965178,0,26.1883114230132,"LB-1_stop.bam"
"160","+",6100505,4,23.75,0,12,"LB-1_stop.bam"
"161","+",6171081,29931,24.6592496074304,0,26.3480004009221,"LB-1_stop.bam"
"162","+",6171082,21,25.2380952380952,3,25.5238095238095,"LB-1_stop.bam"
"163","+",6248824,2,23,42,42,"LB-1_stop.bam"
"164","+",6535075,9908,24.6987283003633,0,27.3255954784013,"LB-1_stop.bam"
"165","-",6691,551,24.9310344827586,0,26.9165154264973,"LB-1_stop.bam"
"166","-",6692,293521,24.66289975845,0,26.2037401071814,"LB-1_stop.bam"
"167","-",407972,1,22,3,3,"LB-1_stop.bam"
"168","-",436269,1,28,42,42,"LB-1_stop.bam"
"169","-",436270,602074,24.6625348379103,0,26.3144945637912,"LB-1_stop.bam"
"170","-",624374,1901,24.7738032614413,0,27.8574434508154,"LB-1_stop.bam"
"171","-",754538,81636,24.6606644127591,0,25.9007545690627,"LB-1_stop.bam"
"172","-",989553,1,23,42,42,"LB-1_stop.bam"
"173","-",1127479,2,28,42,42,"LB-1_stop.bam"
"174","-",1244489,4,146,42,42,"LB-1_stop.bam"
"175","-",1404067,4,24,0,31,"LB-1_stop.bam"
"176","-",1417102,15,25.4666666666667,0,22.4,"LB-1_stop.bam"
"177","-",1431067,6642,24.6662149954833,0,26.1624510689551,"LB-1_stop.bam"
"178","-",1483949,1,24,42,42,"LB-1_stop.bam"
"179","-",1483950,10828,24.6931104543775,0,24.4553010712966,"LB-1_stop.bam"
"180","-",1633730,3,147,42,42,"LB-1_stop.bam"
"181","-",2068799,143,24.9020979020979,0,29.3356643356643,"LB-1_stop.bam"
"182","-",2199234,76,24.8947368421053,0,23.4736842105263,"LB-1_stop.bam"
"183","-",2199254,343,24.4198250728863,0,26.1399416909621,"LB-1_stop.bam"
"184","-",2258565,57,25.5614035087719,3,22.0350877192982,"LB-1_stop.bam"
"185","-",2258566,73738,24.6561745639969,0,27.1965065502183,"LB-1_stop.bam"
"186","-",2259947,47,23.936170212766,0,27.8510638297872,"LB-1_stop.bam"
"187","-",2471439,1,23,42,42,"LB-1_stop.bam"
"188","-",2649328,2,147,24,24,"LB-1_stop.bam"
"189","-",3699636,597,24.641541038526,0,27.3417085427136,"LB-1_stop.bam"
"190","-",4399102,201927,24.664705561911,0,25.2022314995023,"LB-1_stop.bam"
"191","-",4821209,2,147,24,24,"LB-1_stop.bam"
"192","-",5495386,4,147,23,27.75,"LB-1_stop.bam"
"193","-",5612491,45,23.8222222222222,3,23.8888888888889,"LB-1_stop.bam"
"194","-",5713578,6,24,0,0,"LB-1_stop.bam"
"195","-",5719628,2979,24.6582745887882,0,26.621685129238,"LB-1_stop.bam"
"196","-",5816655,2,147,42,42,"LB-1_stop.bam"
"197","-",6078311,1,146,24,24,"LB-1_stop.bam"
"198","+",421002,296,27.6317567567568,0,25.7972972972973,"LB-2_ASV.bam"
"199","+",649127,686,28.0451895043732,0,24.497084548105,"LB-2_ASV.bam"
"200","+",997822,14,27.5714285714286,3,30.2142857142857,"LB-2_ASV.bam"
"201","+",1054723,187,27.8342245989305,0,29.2299465240642,"LB-2_ASV.bam"
"202","+",1681788,6,27.6666666666667,8,30,"LB-2_ASV.bam"
"203","+",1738469,3,27,3,29,"LB-2_ASV.bam"
"204","+",2233277,5339,27.7872260722982,0,28.4223637385278,"LB-2_ASV.bam"
"205","+",2607843,1421,27.7543983110486,0,25.5503166783955,"LB-2_ASV.bam"
"206","+",3660471,879,28.1092150170648,0,27.3378839590444,"LB-2_ASV.bam"
"207","+",3688550,10,27,0,30,"LB-2_ASV.bam"
"208","+",3862704,39,28.6410256410256,3,26.2564102564103,"LB-2_ASV.bam"
"209","+",3913660,48477,27.7891164882315,0,25.0450935495183,"LB-2_ASV.bam"
"210","+",4393871,2,27,42,42,"LB-2_ASV.bam"
"211","+",4445444,4,25,42,42,"LB-2_ASV.bam"
"212","+",4821616,2,25,0,1.5,"LB-2_ASV.bam"
"213","+",5174422,654,27.7140672782875,0,25.6009174311927,"LB-2_ASV.bam"
"214","+",5599358,7,27.8571428571429,8,34.2857142857143,"LB-2_ASV.bam"
"215","+",5599359,60424,27.8569277108434,0,25.3286773467496,"LB-2_ASV.bam"
"216","+",5599360,15,28.7333333333333,8,22.2666666666667,"LB-2_ASV.bam"
"217","+",5599372,1,31,40,40,"LB-2_ASV.bam"
"218","+",5621133,216,28.6064814814815,0,29.6574074074074,"LB-2_ASV.bam"
"219","+",5813466,138646,27.765128456645,0,24.5234193557694,"LB-2_ASV.bam"
"220","+",5843615,493,27.9350912778905,0,30.0365111561866,"LB-2_ASV.bam"
"221","+",6171081,8,26.875,0,26.25,"LB-2_ASV.bam"
"222","+",6535075,8968,27.7885816235504,0,26.0178412132025,"LB-2_ASV.bam"
"223","+",6535076,7,26.4285714285714,3,17,"LB-2_ASV.bam"
"224","-",6689,98,27.8979591836735,0,26.265306122449,"LB-2_ASV.bam"
"225","-",6691,114,27.3157894736842,0,24.2368421052632,"LB-2_ASV.bam"
"226","-",6692,185199,27.7985788260196,0,24.8933633550937,"LB-2_ASV.bam"
"227","-",344002,1,31,3,3,"LB-2_ASV.bam"
"228","-",436210,1,27,42,42,"LB-2_ASV.bam"
"229","-",436266,3343,27.9694884833981,0,27.3335327550105,"LB-2_ASV.bam"
"230","-",436267,4,26.25,3,15.25,"LB-2_ASV.bam"
"231","-",436270,528929,27.8315558420884,0,25.1138791784909,"LB-2_ASV.bam"
"232","-",624374,527,27.8956356736243,0,24.4705882352941,"LB-2_ASV.bam"
"233","-",750273,3,27,3,17.6666666666667,"LB-2_ASV.bam"
"234","-",754538,41155,27.7831369213947,0,24.7091240432511,"LB-2_ASV.bam"
"235","-",1115261,5,26,8,20,"LB-2_ASV.bam"
"236","-",1241370,197,28.0609137055838,0,29.6903553299492,"LB-2_ASV.bam"
"237","-",1417102,235,28.0851063829787,0,26.0510638297872,"LB-2_ASV.bam"
"238","-",1431067,24475,27.858835546476,0,25.9654341164454,"LB-2_ASV.bam"
"239","-",1453952,1,25,23,23,"LB-2_ASV.bam"
"240","-",1483949,1,31,42,42,"LB-2_ASV.bam"
"241","-",1483950,20965,27.7615549725733,0,24.0908180300501,"LB-2_ASV.bam"
"242","-",1808636,18,27.7222222222222,3,29.8333333333333,"LB-2_ASV.bam"
"243","-",2017516,135,28.837037037037,0,28.8592592592593,"LB-2_ASV.bam"
"244","-",2068799,149,27.9261744966443,0,23.4093959731544,"LB-2_ASV.bam"
"245","-",2199254,5564,27.7713874910137,0,25.2652767792955,"LB-2_ASV.bam"
"246","-",2233113,12,29.8333333333333,3,14,"LB-2_ASV.bam"
"247","-",2258563,7,27.1428571428571,3,15.5714285714286,"LB-2_ASV.bam"
"248","-",2258565,72,26.8472222222222,0,27.5277777777778,"LB-2_ASV.bam"
"249","-",2258566,81115,27.7853294705048,0,24.8474018368982,"LB-2_ASV.bam"
"250","-",2259947,1043,27.7305848513902,0,22.8830297219559,"LB-2_ASV.bam"
"251","-",2658566,26,27.6923076923077,0,28.2692307692308,"LB-2_ASV.bam"
"252","-",2909016,1,31,3,3,"LB-2_ASV.bam"
"253","-",3480383,3,27,0,0,"LB-2_ASV.bam"
"254","-",3699636,4943,27.9235282217277,0,24.1021646773215,"LB-2_ASV.bam"
"255","-",4010901,19,27.6842105263158,3,32,"LB-2_ASV.bam"
"256","-",4397591,17,28.6470588235294,0,0.176470588235294,"LB-2_ASV.bam"
"257","-",4399101,66,27.4393939393939,0,19.2121212121212,"LB-2_ASV.bam"
"258","-",4399102,166209,27.7856794758407,0,23.7689896455667,"LB-2_ASV.bam"
"259","-",5157951,3,27.6666666666667,8,30.6666666666667,"LB-2_ASV.bam"
"260","+",647194,2,31,3,22.5,"LB-2_LAA.bam"
"261","+",1054723,1192,27.9312080536913,0,27.7894295302013,"LB-2_LAA.bam"
"262","+",2084490,1,27,42,42,"LB-2_LAA.bam"
"263","+",2233277,2559,27.7698319656116,0,26.800312622118,"LB-2_LAA.bam"
"264","+",2607844,37,27.3783783783784,0,27.7027027027027,"LB-2_LAA.bam"
"265","+",2917759,38,27.3421052631579,3,24.3157894736842,"LB-2_LAA.bam"
"266","+",3913660,7,27.8571428571429,0,15.1428571428571,"LB-2_LAA.bam"
"267","+",3913661,1,25,42,42,"LB-2_LAA.bam"
"268","+",5174422,522,27.8045977011494,0,27.2567049808429,"LB-2_LAA.bam"
"269","+",5599359,26,28.3076923076923,0,22.1923076923077,"LB-2_LAA.bam"
"270","+",5599372,673,27.7191679049034,0,25.4160475482912,"LB-2_LAA.bam"
"271","+",5621133,1,31,42,42,"LB-2_LAA.bam"
"272","+",5813466,86,28.1046511627907,0,19.8023255813953,"LB-2_LAA.bam"
"273","+",5813467,57,26.6666666666667,3,31.3859649122807,"LB-2_LAA.bam"
"274","+",6171081,9,27.5555555555556,0,6.66666666666667,"LB-2_LAA.bam"
"275","+",6535075,3,26.3333333333333,3,22.6666666666667,"LB-2_LAA.bam"
"276","+",6535076,216,27.7037037037037,0,29.5601851851852,"LB-2_LAA.bam"
"277","-",6692,104,27.0673076923077,0,28.6538461538462,"LB-2_LAA.bam"
"278","-",436270,267,28.0337078651685,0,24.9475655430712,"LB-2_LAA.bam"
"279","-",750273,11212,27.772119158045,0,25.9806457367107,"LB-2_LAA.bam"
"280","-",754538,26,27.4230769230769,0,25.1923076923077,"LB-2_LAA.bam"
"281","-",1241370,789,27.7997465145754,0,24.2788339670469,"LB-2_LAA.bam"
"282","-",1431067,14,29.5714285714286,3,31.9285714285714,"LB-2_LAA.bam"
"283","-",1483950,14,29.2142857142857,0,19.0714285714286,"LB-2_LAA.bam"
"284","-",1782242,6,31,3,29.8333333333333,"LB-2_LAA.bam"
"285","-",2068799,200223,27.841167098685,0,25.6274803593993,"LB-2_LAA.bam"
"286","-",2199254,126,28.0555555555556,0,28.2142857142857,"LB-2_LAA.bam"
"287","-",2258565,1418,27.7433004231312,0,25.533850493653,"LB-2_LAA.bam"
"288","-",2258566,35,28.8,0,22.0857142857143,"LB-2_LAA.bam"
"289","-",2293489,4,25,42,42,"LB-2_LAA.bam"
"290","-",3699636,5,26.6,42,42,"LB-2_LAA.bam"
"291","-",4397591,5,30,8,34.8,"LB-2_LAA.bam"
"292","-",4399102,77,27.5324675324675,0,22.7402597402597,"LB-2_LAA.bam"
"293","+",225200,4,25,3,22.5,"LB-2_LVA.bam"
"294","+",647194,4,27.5,0,31.5,"LB-2_LVA.bam"
"295","+",649127,2,27,42,42,"LB-2_LVA.bam"
"296","+",1054723,777,27.9343629343629,0,24.8610038610039,"LB-2_LVA.bam"
"297","+",2233277,7053,27.8046221466043,0,26.255494115979,"LB-2_LVA.bam"
"298","+",3913660,14,27.9285714285714,3,24.6428571428571,"LB-2_LVA.bam"
"299","+",3913661,1319,27.7945413191812,0,25.7763457164519,"LB-2_LVA.bam"
"300","+",5174422,282,27.9468085106383,0,29.4964539007092,"LB-2_LVA.bam"
"301","+",5484245,5,26.4,0,17.4,"LB-2_LVA.bam"
"302","+",5599358,1546,27.8512289780078,0,25.1073738680466,"LB-2_LVA.bam"
"303","+",5599359,41,28.0487804878049,0,22.3414634146341,"LB-2_LVA.bam"
"304","+",5599360,1,27,42,42,"LB-2_LVA.bam"
"305","+",5621133,17,26.6470588235294,0,15.8823529411765,"LB-2_LVA.bam"
"306","+",5813466,62,28.1129032258065,0,22.9193548387097,"LB-2_LVA.bam"
"307","+",6171081,2,29,3,22.5,"LB-2_LVA.bam"
"308","+",6535075,2,26,42,42,"LB-2_LVA.bam"
"309","-",6692,53,27.7169811320755,0,19.1509433962264,"LB-2_LVA.bam"
"310","-",237248,60,27.9166666666667,0,31.8833333333333,"LB-2_LVA.bam"
"311","-",436210,1,27,8,8,"LB-2_LVA.bam"
"312","-",436270,201,27.4875621890547,0,24.9701492537313,"LB-2_LVA.bam"
"313","-",575487,1,26,8,8,"LB-2_LVA.bam"
"314","-",750273,4,26.25,8,23.5,"LB-2_LVA.bam"
"315","-",754538,10,27,0,23.2,"LB-2_LVA.bam"
"316","-",1241370,1261,27.7057890563045,0,25.9651070578906,"LB-2_LVA.bam"
"317","-",1431066,1,31,3,3,"LB-2_LVA.bam"
"318","-",1431067,3,27,3,28.3333333333333,"LB-2_LVA.bam"
"319","-",1483950,6,27,3,24.1666666666667,"LB-2_LVA.bam"
"320","-",2068799,198021,27.8355174451195,0,25.7681054029623,"LB-2_LVA.bam"
"321","-",2196203,7,28.7142857142857,8,37.1428571428571,"LB-2_LVA.bam"
"322","-",2199254,2,27,23,32.5,"LB-2_LVA.bam"
"323","-",2258566,24,27.0416666666667,0,26.0416666666667,"LB-2_LVA.bam"
"324","-",2259947,1,27,3,3,"LB-2_LVA.bam"
"325","-",3038668,1,25,42,42,"LB-2_LVA.bam"
"326","-",3699635,7,28.1428571428571,24,35.4285714285714,"LB-2_LVA.bam"
"327","-",4397591,2,31,0,21,"LB-2_LVA.bam"
"328","-",4399101,353,28.1246458923513,0,25.2747875354108,"LB-2_LVA.bam"
"329","-",4399102,60,28.7333333333333,0,22.7166666666667,"LB-2_LVA.bam"
"330","-",5157951,3,25,42,42,"LB-2_LVA.bam"
"331","-",5800609,3,26,0,16,"LB-2_LVA.bam"
"332","-",5842014,28,29,3,10.5,"LB-2_LVA.bam"
"333","+",51245,1,23,34,34,"LB-2_stop.bam"
"334","+",338253,4,24,3,32.25,"LB-2_stop.bam"
"335","+",461080,203,24.5467980295567,0,23.64039408867,"LB-2_stop.bam"
"336","+",587609,2,28,8,25,"LB-2_stop.bam"
"337","+",647194,30929,24.6674641921821,0,23.5538491383491,"LB-2_stop.bam"
"338","+",647195,1,28,42,42,"LB-2_stop.bam"
"339","+",649127,2552,24.5658307210031,0,21.2919278996865,"LB-2_stop.bam"
"340","+",935410,2,23,24,32,"LB-2_stop.bam"
"341","+",1054723,150,24.4533333333333,0,22.12,"LB-2_stop.bam"
"342","+",1255200,2,23,0,0,"LB-2_stop.bam"
"343","+",1296437,57,25.5964912280702,0,2.92982456140351,"LB-2_stop.bam"
"344","+",1775031,2,22,42,42,"LB-2_stop.bam"
"345","+",2233277,1635,24.5663608562691,0,25.6183486238532,"LB-2_stop.bam"
"346","+",2446056,1,147,23,23,"LB-2_stop.bam"
"347","+",2607843,1,23,3,3,"LB-2_stop.bam"
"348","+",2969694,2,147,24,33,"LB-2_stop.bam"
"349","+",3660471,8,22,3,32.25,"LB-2_stop.bam"
"350","+",3913660,41510,24.6855456516502,0,23.4614309804866,"LB-2_stop.bam"
"351","+",4006714,22,22.3181818181818,0,30.2727272727273,"LB-2_stop.bam"
"352","+",4012085,1,147,42,42,"LB-2_stop.bam"
"353","+",4343761,1,23,3,3,"LB-2_stop.bam"
"354","+",4937823,6,23.5,3,3.83333333333333,"LB-2_stop.bam"
"355","+",4943120,28,25.1785714285714,3,20.4285714285714,"LB-2_stop.bam"
"356","+",5599359,74037,24.6766346556451,0,23.7084700892797,"LB-2_stop.bam"
"357","+",5612746,3,23.3333333333333,0,28,"LB-2_stop.bam"
"358","+",5813466,320067,24.6656325081936,0,23.0350489116341,"LB-2_stop.bam"
"359","+",5813467,2,23,42,42,"LB-2_stop.bam"
"360","+",5813470,1,23,42,42,"LB-2_stop.bam"
"361","+",5875221,46,24.9782608695652,0,21.5,"LB-2_stop.bam"
"362","+",5927034,4,147,24,37.5,"LB-2_stop.bam"
"363","+",6171081,31654,24.6378340810008,0,24.062488153156,"LB-2_stop.bam"
"364","+",6171082,4,22.75,3,15.25,"LB-2_stop.bam"
"365","+",6333310,8,22,24,39.5,"LB-2_stop.bam"
